,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m\/s),total_precipitation (mm of water equivalent)
2022-12-31 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.78,3.22,0.68
2022-12-31 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.29,3.45,1.38
2022-12-31 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.39,2.94,2.06
2022-12-31 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.19,3.17,1.49
2022-12-31 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.18,3.15,0.42
2023-01-01 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.27,3.05,0.14
2023-01-01 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.1,3.49,0.02
2023-01-01 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.07,4.11,0.03
2023-01-01 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.94,4.41,0.0
2023-01-01 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.36,4.45,0.0
2023-01-01 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.62,3.89,0.0
2023-01-01 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.86,3.72,0.0
2023-01-01 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.69,3.61,0.0
2023-01-01 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.0,3.33,0.0
2023-01-01 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.07,3.39,0.0
2023-01-01 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.17,3.72,0.0
2023-01-01 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.25,4.08,0.0
2023-01-01 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.93,3.99,0.0
2023-01-01 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.06,4.17,0.0
2023-01-01 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.04,3.43,0.0
2023-01-01 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.66,2.54,0.0
2023-01-01 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.87,2.83,0.0
2023-01-01 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.07,2.25,0.0
2023-01-01 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.42,2.03,0.0
2023-01-01 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.39,2.34,0.0
2023-01-01 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.13,2.58,0.0
2023-01-01 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.99,2.67,0.0
2023-01-01 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.7,2.67,0.0
2023-01-01 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.5,2.28,0.0
2023-01-02 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.43,2.36,0.0
2023-01-02 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.51,2.45,0.0
2023-01-02 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.37,2.78,0.0
2023-01-02 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.98,2.71,0.0
2023-01-02 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.38,2.63,0.0
2023-01-02 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.85,2.75,0.0
2023-01-02 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.56,2.65,0.0
2023-01-02 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.0,2.45,0.0
2023-01-02 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.98,2.52,0.0
2023-01-02 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.07,2.14,0.0
2023-01-02 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.52,1.34,0.0
2023-01-02 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.53,1.2,0.0
2023-01-02 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.07,1.53,0.0
2023-01-02 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.72,1.52,0.0
2023-01-02 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.37,1.79,0.0
2023-01-02 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.06,2.32,0.0
2023-01-02 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.9,2.22,0.0
2023-01-02 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.78,2.35,0.0
2023-01-02 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.43,2.73,0.01
2023-01-02 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.01,2.95,0.02
2023-01-02 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.28,3.01,0.06
2023-01-02 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.11,2.8,0.13
2023-01-02 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.97,2.54,0.16
2023-01-02 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.38,2.45,0.15
2023-01-03 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.41,2.75,0.11
2023-01-03 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.29,2.86,0.12
2023-01-03 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.1,2.78,0.04
2023-01-03 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.48,2.87,0.06
2023-01-03 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.24,2.66,0.04
2023-01-03 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.36,1.57,0.03
2023-01-03 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.05,1.47,0.01
2023-01-03 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.95,1.56,0.05
2023-01-03 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.78,1.71,0.54
2023-01-03 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.72,1.71,0.54
2023-01-03 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.32,0.85,0.65
2023-01-03 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.97,1.03,1.25
2023-01-03 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.9,2.25,1.53
2023-01-03 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.33,3.04,2.58
2023-01-03 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.09,3.4,0.86
2023-01-03 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.81,3.51,0.37
2023-01-03 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.65,3.97,0.17
2023-01-03 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.18,3.67,0.01
2023-01-03 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.36,3.35,0.0
2023-01-03 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.33,3.28,0.02
2023-01-03 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.35,3.66,0.02
2023-01-03 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.65,3.73,0.01
2023-01-03 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.93,3.89,0.05
2023-01-03 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.97,3.7,0.16
2023-01-04 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.45,3.62,1.05
2023-01-04 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.52,4.27,1.18
2023-01-04 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.58,4.04,0.54
2023-01-04 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.01,3.87,0.06
2023-01-04 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.18,3.69,0.0
2023-01-04 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.5,3.33,0.01
2023-01-04 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.54,3.36,0.0
2023-01-04 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.91,3.13,0.0
2023-01-04 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.22,3.24,0.0
2023-01-04 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.66,3.14,0.0
2023-01-04 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,14.22,3.28,0.0
2023-01-04 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.01,2.55,0.0
2023-01-04 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.59,2.14,0.0
2023-01-04 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.08,2.16,0.0
2023-01-04 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.54,2.72,0.0
2023-01-04 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,15.74,2.89,0.0
2023-01-04 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,13.61,3.05,0.01
2023-01-04 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.76,2.72,0.1
2023-01-04 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.79,2.97,0.4
2023-01-04 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,12.3,2.8,0.32
2023-01-04 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.38,2.29,0.31
2023-01-04 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.97,2.54,0.09
2023-01-04 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.41,2.14,0.03
2023-01-04 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.06,1.84,0.04
2023-01-05 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.55,1.64,0.11
2023-01-05 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.35,2.16,0.1
2023-01-05 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.45,2.47,0.04
2023-01-05 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.0,2.48,0.05
2023-01-05 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.7,2.24,0.03
2023-01-05 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.44,1.35,0.01
2023-01-05 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.11,1.2,0.0
2023-01-05 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.05,1.42,0.02
2023-01-05 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.89,2.25,0.01
2023-01-05 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.81,2.26,0.02
2023-01-05 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.13,2.41,0.01
2023-01-05 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.33,2.5,0.01
2023-01-05 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.26,2.27,0.0
2023-01-05 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.03,1.96,0.0
2023-01-05 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.21,2.0,0.0
2023-01-05 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.05,2.27,0.0
2023-01-05 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.73,2.35,0.07
2023-01-05 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.61,1.78,0.21
2023-01-05 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.23,1.78,0.11
2023-01-05 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.08,2.04,0.04
2023-01-05 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.95,2.01,0.0
2023-01-05 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.1,2.06,0.0
2023-01-05 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.83,2.25,0.02
2023-01-05 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.76,2.46,0.04
2023-01-06 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.66,2.57,0.09
2023-01-06 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.06,2.56,0.3
2023-01-06 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.15,2.42,1.15
2023-01-06 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.75,2.13,1.28
2023-01-06 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.44,1.57,1.31
2023-01-06 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.03,1.03,0.93
2023-01-06 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.1,1.77,0.29
2023-01-06 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.32,2.31,0.02
2023-01-06 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.4,1.96,0.01
2023-01-06 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.61,1.86,0.01
2023-01-06 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.27,1.31,0.04
2023-01-06 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.65,0.3,0.02
2023-01-06 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.04,0.53,0.08
2023-01-06 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.19,0.47,0.07
2023-01-06 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.57,1.02,0.22
2023-01-06 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.11,1.37,0.19
2023-01-06 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.88,1.58,0.42
2023-01-06 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.6,2.69,0.19
2023-01-06 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.56,2.84,0.06
2023-01-06 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.23,3.57,0.01
2023-01-06 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.97,4.27,0.0
2023-01-06 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.31,4.58,0.0
2023-01-06 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.69,4.56,0.0
2023-01-06 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.5,4.33,0.0
2023-01-07 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.08,3.94,0.0
2023-01-07 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.7,3.76,0.0
2023-01-07 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.32,3.5,0.0
2023-01-07 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.91,3.38,0.0
2023-01-07 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.9,3.47,0.0
2023-01-07 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.61,3.38,0.0
2023-01-07 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.61,3.44,0.0
2023-01-07 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,3.42,0.0
2023-01-07 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.91,3.7,0.0
2023-01-07 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.34,3.71,0.0
2023-01-07 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.38,3.71,0.01
2023-01-07 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.8,3.8,0.0
2023-01-07 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.54,3.78,0.0
2023-01-07 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.33,4.1,0.0
2023-01-07 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.59,4.22,0.0
2023-01-07 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.52,4.04,0.0
2023-01-07 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.54,3.53,0.0
2023-01-07 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.71,2.94,0.0
2023-01-07 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.3,3.26,0.0
2023-01-07 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.07,3.68,0.0
2023-01-07 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.92,3.9,0.0
2023-01-07 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.43,3.93,0.0
2023-01-07 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.9,3.69,0.0
2023-01-07 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.62,3.35,0.0
2023-01-08 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.28,3.45,0.0
2023-01-08 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.86,3.48,0.0
2023-01-08 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.84,3.31,0.0
2023-01-08 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.41,2.98,0.0
2023-01-08 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.95,2.69,0.0
2023-01-08 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.63,2.52,0.0
2023-01-08 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.46,2.38,0.0
2023-01-08 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.5,2.37,0.0
2023-01-08 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.22,2.17,0.0
2023-01-08 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.81,1.79,0.0
2023-01-08 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.09,1.72,0.0
2023-01-08 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.22,1.66,0.0
2023-01-08 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.08,1.31,0.0
2023-01-08 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.93,0.22,0.0
2023-01-08 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.14,0.97,0.0
2023-01-08 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.46,1.94,0.0
2023-01-08 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.77,1.78,0.0
2023-01-08 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.24,1.93,0.0
2023-01-08 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.9,2.0,0.0
2023-01-08 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.65,2.03,0.0
2023-01-08 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.3,2.47,0.0
2023-01-08 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.35,2.79,0.0
2023-01-08 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.32,2.85,0.0
2023-01-08 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.44,2.74,0.0
2023-01-09 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.46,2.64,0.0
2023-01-09 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.73,2.44,0.06
2023-01-09 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.77,2.15,0.13
2023-01-09 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,1.88,0.21
2023-01-09 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.56,1.63,0.22
2023-01-09 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.23,1.11,0.32
2023-01-09 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.18,0.53,0.24
2023-01-09 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.36,0.88,0.14
2023-01-09 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.26,1.44,0.05
2023-01-09 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,1.71,0.02
2023-01-09 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.64,1.88,0.0
2023-01-09 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.53,3.43,0.0
2023-01-09 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.14,3.95,0.0
2023-01-09 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.77,4.08,0.0
2023-01-09 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.29,4.24,0.0
2023-01-09 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.58,4.32,0.0
2023-01-09 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.55,3.85,0.0
2023-01-09 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.89,3.32,0.0
2023-01-09 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.25,3.54,0.0
2023-01-09 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.59,3.62,0.0
2023-01-09 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.15,3.54,0.0
2023-01-09 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.81,3.49,0.0
2023-01-09 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.47,3.74,0.0
2023-01-09 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.45,4.01,0.0
2023-01-10 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.53,4.02,0.0
2023-01-10 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.77,3.84,0.0
2023-01-10 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.62,3.62,0.0
2023-01-10 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.62,3.3,0.0
2023-01-10 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.55,3.16,0.0
2023-01-10 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.98,2.66,0.0
2023-01-10 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.02,2.55,0.0
2023-01-10 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.23,2.72,0.0
2023-01-10 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.18,3.02,0.0
2023-01-10 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.68,3.22,0.0
2023-01-10 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.87,3.48,0.0
2023-01-10 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.5,4.05,0.0
2023-01-10 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.78,3.51,0.0
2023-01-10 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.13,3.34,0.0
2023-01-10 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.17,3.13,0.0
2023-01-10 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.14,2.57,0.0
2023-01-10 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.84,1.75,0.0
2023-01-10 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.98,1.97,0.0
2023-01-10 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.49,1.83,0.0
2023-01-10 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.35,1.65,0.0
2023-01-10 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.09,1.63,0.0
2023-01-10 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.83,1.54,0.0
2023-01-10 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.47,1.55,0.0
2023-01-10 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.24,1.84,0.0
2023-01-11 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.05,2.55,0.0
2023-01-11 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.87,3.04,0.0
2023-01-11 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.48,3.24,0.0
2023-01-11 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.14,3.07,0.0
2023-01-11 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.81,3.1,0.0
2023-01-11 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.65,3.16,0.0
2023-01-11 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.51,3.66,0.0
2023-01-11 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.78,3.31,0.0
2023-01-11 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.36,3.0,0.0
2023-01-11 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.99,3.15,0.0
2023-01-11 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.13,3.09,0.0
2023-01-11 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.7,2.77,0.0
2023-01-11 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.26,2.68,0.0
2023-01-11 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.51,2.65,0.0
2023-01-11 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.64,2.53,0.0
2023-01-11 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.74,2.66,0.0
2023-01-11 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.79,2.37,0.0
2023-01-11 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.18,1.64,0.0
2023-01-11 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.85,2.0,0.0
2023-01-11 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.81,2.3,0.0
2023-01-11 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.78,2.45,0.0
2023-01-11 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.81,2.5,0.0
2023-01-11 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.91,2.36,0.0
2023-01-11 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.0,2.44,0.0
2023-01-12 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.29,2.28,0.0
2023-01-12 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.44,2.67,0.0
2023-01-12 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.21,3.1,0.0
2023-01-12 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.5,3.36,0.0
