,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m\/s),total_precipitation (mm of water equivalent)
2023-11-28 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.9,6.59,0.04
2023-11-28 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.66,6.25,0.01
2023-11-28 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.45,6.5,0.01
2023-11-28 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.13,6.83,0.0
2023-11-28 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.86,6.3,0.0
2023-11-28 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.68,6.21,0.0
2023-11-28 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.51,6.05,0.0
2023-11-29 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.18,5.83,0.0
2023-11-29 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.13,5.62,0.0
2023-11-29 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.42,5.38,0.0
2023-11-29 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.87,5.15,0.0
2023-11-29 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.69,4.95,0.0
2023-11-29 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-1.88,4.62,0.0
2023-11-29 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-2.14,4.29,0.0
2023-11-29 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-2.13,3.92,0.0
2023-11-29 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-1.79,3.99,0.0
2023-11-29 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.58,4.04,0.0
2023-11-29 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.08,3.9,0.0
2023-11-29 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.87,3.93,0.0
2023-11-29 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.91,4.12,0.0
2023-11-29 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.32,4.36,0.0
2023-11-29 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.59,4.71,0.0
2023-11-29 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,4.92,0.0
2023-11-29 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.75,4.36,0.0
2023-11-29 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.36,4.02,0.0
2023-11-29 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.85,4.08,0.0
2023-11-29 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.61,4.26,0.0
2023-11-29 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.24,4.39,0.0
2023-11-29 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.16,4.69,0.0
2023-11-29 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.34,4.81,0.0
2023-11-29 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.59,4.52,0.0
2023-11-30 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.86,4.07,0.0
2023-11-30 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.83,3.91,0.0
2023-11-30 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.77,3.92,0.0
2023-11-30 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.45,3.92,0.0
2023-11-30 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.31,3.73,0.0
2023-11-30 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.1,3.53,0.0
2023-11-30 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.22,3.34,0.0
2023-11-30 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.08,3.4,0.0
2023-11-30 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.23,3.59,0.0
2023-11-30 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.73,2.88,0.0
2023-11-30 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.51,2.81,0.0
2023-11-30 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.94,3.1,0.0
2023-11-30 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.68,3.39,0.0
2023-11-30 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.62,4.11,0.0
2023-11-30 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.41,4.77,0.0
2023-11-30 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.93,4.4,0.0
2023-11-30 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.99,4.19,0.0
2023-11-30 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.87,3.94,0.0
2023-11-30 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.58,4.46,0.0
2023-11-30 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.14,4.61,0.0
2023-11-30 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.7,4.53,0.0
2023-11-30 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.33,4.53,0.0
2023-11-30 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.99,4.41,0.0
2023-11-30 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.74,4.58,0.0
2023-12-01 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.17,4.34,0.0
2023-12-01 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.03,3.66,0.0
2023-12-01 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.44,3.52,0.0
2023-12-01 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.59,3.29,0.0
2023-12-01 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.49,3.33,0.0
2023-12-01 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.83,2.92,0.0
2023-12-01 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.8,2.84,0.0
2023-12-01 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.87,2.83,0.0
2023-12-01 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.43,2.95,0.0
2023-12-01 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.53,2.09,0.0
2023-12-01 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.65,1.93,0.0
2023-12-01 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.97,2.21,0.0
2023-12-01 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.7,2.71,0.0
2023-12-01 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.31,1.86,0.01
2023-12-01 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.21,1.78,0.05
2023-12-01 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.71,2.71,0.0
2023-12-01 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.64,2.77,0.25
2023-12-01 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.83,2.53,0.3
2023-12-01 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.95,2.88,0.75
2023-12-01 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.89,2.34,1.45
2023-12-01 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.84,2.44,1.61
2023-12-01 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.87,2.34,1.32
2023-12-01 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.89,2.39,0.91
2023-12-01 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.96,2.46,0.31
2023-12-02 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.7,2.49,0.08
2023-12-02 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.58,2.38,0.01
2023-12-02 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.54,2.32,0.0
2023-12-02 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.36,2.19,0.0
2023-12-02 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.01,2.12,0.0
2023-12-02 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.9,1.52,0.0
2023-12-02 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.97,1.13,0.0
2023-12-02 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.1,1.66,0.0
2023-12-02 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.37,2.26,0.0
2023-12-02 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.63,1.96,0.0
2023-12-02 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.89,2.43,0.01
2023-12-02 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.43,2.37,0.04
2023-12-02 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.66,2.61,0.06
2023-12-02 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.55,1.89,0.04
2023-12-02 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.73,1.76,0.0
2023-12-02 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.99,2.37,0.02
2023-12-02 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.48,1.9,0.0
2023-12-02 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.93,2.1,0.0
2023-12-02 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.88,1.66,0.0
2023-12-02 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.13,1.14,0.0
2023-12-02 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.82,0.97,0.0
2023-12-02 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.07,1.14,0.0
2023-12-02 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.46,1.22,0.0
2023-12-02 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.94,0.33,0.0
2023-12-03 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.9,1.0,0.0
2023-12-03 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.18,1.39,0.03
2023-12-03 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.94,1.78,0.31
2023-12-03 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.17,2.3,0.18
2023-12-03 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.25,3.65,0.75
2023-12-03 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.02,3.15,1.1
2023-12-03 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.27,3.58,1.0
2023-12-03 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.46,3.98,1.19
2023-12-03 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.62,5.18,1.28
2023-12-03 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.86,4.72,0.92
2023-12-03 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.08,4.32,0.67
2023-12-03 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.18,4.74,0.35
2023-12-03 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.41,4.74,0.49
2023-12-03 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.37,5.46,1.48
2023-12-03 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.35,5.29,0.6
2023-12-03 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.12,4.46,0.64
2023-12-03 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.86,4.28,0.44
2023-12-03 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.55,3.18,0.08
2023-12-03 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.36,3.35,0.02
2023-12-03 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.19,2.93,0.03
2023-12-03 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.15,1.92,0.04
2023-12-03 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.78,1.63,0.05
2023-12-03 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.89,1.83,0.02
2023-12-03 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.73,1.2,0.01
2023-12-04 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.6,1.27,0.0
2023-12-04 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.61,2.5,0.0
2023-12-04 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.28,4.05,0.01
2023-12-04 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.97,4.83,0.0
2023-12-04 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.61,4.92,0.0
2023-12-04 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.23,4.37,0.0
2023-12-04 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.12,4.03,0.0
2023-12-04 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.02,4.01,0.0
2023-12-04 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.24,3.93,0.0
2023-12-04 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.11,3.91,0.0
2023-12-04 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.18,4.16,0.0
2023-12-04 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.28,4.72,0.0
2023-12-04 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.97,5.4,0.0
2023-12-04 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.14,4.86,0.0
2023-12-04 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.03,4.15,0.0
2023-12-04 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.38,3.45,0.0
2023-12-04 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.19,3.37,0.0
2023-12-04 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.42,3.6,0.0
2023-12-04 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.19,4.19,0.0
2023-12-04 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.99,4.65,0.0
2023-12-04 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.51,4.89,0.0
2023-12-04 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.59,4.74,0.0
2023-12-04 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.42,4.44,0.0
2023-12-04 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.04,4.48,0.0
2023-12-05 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.68,4.64,0.0
2023-12-05 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.43,4.7,0.0
2023-12-05 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.56,4.71,0.0
2023-12-05 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.11,4.59,0.0
2023-12-05 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.22,4.54,0.0
2023-12-05 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.31,4.25,0.0
2023-12-05 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.35,3.74,0.0
2023-12-05 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.17,2.64,0.0
2023-12-05 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.87,2.51,0.0
2023-12-05 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.96,2.6,0.0
2023-12-05 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.23,2.98,0.0
2023-12-05 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.4,2.68,0.0
2023-12-05 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.55,2.87,0.0
2023-12-05 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.6,2.8,0.0
2023-12-05 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.8,2.63,0.0
2023-12-05 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.89,1.93,0.0
2023-12-05 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.04,0.85,0.0
2023-12-05 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.28,1.41,0.0
2023-12-05 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.16,1.54,0.0
2023-12-05 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.12,1.36,0.0
2023-12-05 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.05,1.21,0.0
2023-12-05 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.01,1.82,0.0
2023-12-05 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.95,1.62,0.0
2023-12-05 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.71,2.2,0.0
2023-12-06 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.36,2.8,0.0
2023-12-06 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.12,2.93,0.0
2023-12-06 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.58,2.85,0.0
2023-12-06 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.94,2.88,0.0
2023-12-06 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.78,3.04,0.0
2023-12-06 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.35,3.14,0.0
2023-12-06 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.26,3.02,0.0
2023-12-06 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.3,2.89,0.0
2023-12-06 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.17,3.0,0.0
2023-12-06 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.85,2.67,0.0
2023-12-06 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.28,2.48,0.0
2023-12-06 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.78,3.37,0.0
2023-12-06 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.36,3.6,0.02
2023-12-06 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.58,4.24,0.04
2023-12-06 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.84,4.57,0.03
2023-12-06 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.47,4.89,0.02
2023-12-06 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.47,4.65,0.01
2023-12-06 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.13,5.09,0.0
2023-12-06 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.86,5.02,0.0
2023-12-06 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.38,4.58,0.0
2023-12-06 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.95,4.45,0.0
2023-12-06 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.62,4.57,0.0
2023-12-06 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.46,4.38,0.0
2023-12-06 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.09,4.06,0.0
2023-12-07 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.34,3.36,0.0
2023-12-07 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.91,3.44,0.0
2023-12-07 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.58,3.51,0.0
2023-12-07 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.09,3.32,0.0
2023-12-07 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.07,3.03,0.0
2023-12-07 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.39,2.78,0.0
2023-12-07 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.3,3.28,0.0
2023-12-07 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.29,3.48,0.0
2023-12-07 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.23,3.3,0.0
2023-12-07 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.53,3.86,0.02
2023-12-07 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.46,3.94,0.03
2023-12-07 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.74,4.0,0.03
2023-12-07 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.34,4.38,0.02
2023-12-07 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.78,5.0,0.02
2023-12-07 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.96,4.64,0.05
2023-12-07 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.39,4.44,0.01
2023-12-07 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.89,3.83,0.0
2023-12-07 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.85,2.76,0.0
2023-12-07 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.81,2.83,0.0
2023-12-07 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.53,2.97,0.0
2023-12-07 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.12,3.1,0.0
2023-12-07 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.65,3.11,0.0
2023-12-07 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.79,2.79,0.0
2023-12-07 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.58,2.68,0.0
2023-12-08 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.34,2.53,0.0
2023-12-08 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.4,2.33,0.0
2023-12-08 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.76,2.13,0.0
2023-12-08 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,2.15,0.0
2023-12-08 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.67,2.26,0.0
2023-12-08 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.8,2.06,0.0
2023-12-08 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.6,1.93,0.0
2023-12-08 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.75,1.34,0.0
2023-12-08 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.87,1.18,0.0
2023-12-08 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.62,0.91,0.0
2023-12-08 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.83,1.05,0.0
2023-12-08 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.72,1.44,0.0
2023-12-08 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.25,1.94,0.0
2023-12-08 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.09,2.41,0.0
2023-12-08 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.64,2.67,0.0
2023-12-08 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.82,2.49,0.0
2023-12-08 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.89,2.21,0.0
2023-12-08 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.99,2.56,0.0
2023-12-08 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.35,2.85,0.0
2023-12-08 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.0,2.98,0.0
2023-12-08 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.84,3.0,0.0
2023-12-08 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.53,3.02,0.0
2023-12-08 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.43,3.03,0.0
2023-12-08 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.17,2.93,0.0
2023-12-09 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.88,2.93,0.0
2023-12-09 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.51,3.11,0.0
2023-12-09 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.7,3.4,0.0
2023-12-09 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.81,3.27,0.0
2023-12-09 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.7,2.94,0.0
2023-12-09 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.29,2.14,0.0
2023-12-09 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.53,2.38,0.0
2023-12-09 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.02,2.62,0.0
2023-12-09 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.31,2.3,0.0
2023-12-09 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.42,2.14,0.0
2023-12-09 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.41,2.01,0.0
2023-12-09 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.25,2.32,0.0
2023-12-09 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.02,1.97,0.0
2023-12-09 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.3,1.76,0.0
2023-12-09 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.97,1.73,0.0
2023-12-09 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.64,2.02,0.0
2023-12-09 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.82,2.29,0.0
2023-12-09 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.3,2.34,0.0
2023-12-09 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.94,2.46,0.03
2023-12-09 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.97,2.27,0.14
2023-12-09 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.33,2.62,0.44
2023-12-09 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.48,2.58,0.13
2023-12-09 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.09,2.62,0.02
2023-12-09 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.44,2.93,0.0
2023-12-10 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.9,2.83,0.0
