Time Stamp,Load,normalized_load,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m\/s),total_precipitation (mm of water equivalent)
2023-01-01 00:00:00,10910.7276,2.808640496855628,"(40.6501, -73.9496)",era5,13.36,-5.0,10.27,3.05,0.14
2023-01-01 01:00:00,10557.5032,2.5453334320293894,"(40.6501, -73.9496)",era5,13.36,-5.0,10.1,3.49,0.02
2023-01-01 02:00:00,10333.9615,2.378696843805961,"(40.6501, -73.9496)",era5,13.36,-5.0,10.07,4.11,0.03
2023-01-01 03:00:00,10180.1047,2.264006062502185,"(40.6501, -73.9496)",era5,13.36,-5.0,9.94,4.41,0.0
2023-01-01 04:00:00,10151.086,2.2423744064725524,"(40.6501, -73.9496)",era5,13.36,-5.0,9.36,4.45,0.0
2023-01-01 05:00:00,10325.2543,2.3722061617498658,"(40.6501, -73.9496)",era5,13.36,-5.0,8.62,3.89,0.0
2023-01-01 06:00:00,10604.527,2.5803867826896956,"(40.6501, -73.9496)",era5,13.36,-5.0,8.86,3.72,0.0
2023-01-01 07:00:00,10965.9169,2.849780725539759,"(40.6501, -73.9496)",era5,13.36,-5.0,8.69,3.61,0.0
2023-01-01 08:00:00,11208.3484,3.030498497829618,"(40.6501, -73.9496)",era5,13.36,-5.0,9.0,3.33,0.0
2023-01-01 09:00:00,11471.2067,3.226443193151388,"(40.6501, -73.9496)",era5,13.36,-5.0,10.07,3.39,0.0
2023-01-01 10:00:00,11459.5417,3.2177476531173523,"(40.6501, -73.9496)",era5,13.36,-5.0,11.17,3.72,0.0
2023-01-01 11:00:00,11937.4921,3.5740302795625434,"(40.6501, -73.9496)",era5,13.36,-5.0,11.25,4.08,0.0
2023-01-01 12:00:00,12351.7868,3.8828614968568957,"(40.6501, -73.9496)",era5,13.36,-5.0,9.93,3.99,0.0
2023-01-01 13:00:00,12262.7134,3.8164627556937893,"(40.6501, -73.9496)",era5,13.36,-5.0,10.06,4.17,0.0
2023-01-01 14:00:00,12370.1942,3.896583081393758,"(40.6501, -73.9496)",era5,13.36,-5.0,10.04,3.43,0.0
2023-01-01 15:00:00,12588.9538,4.059654908194403,"(40.6501, -73.9496)",era5,13.36,-5.0,9.66,2.54,0.0
2023-01-01 16:00:00,13222.8279,4.53216906276689,"(40.6501, -73.9496)",era5,13.36,-5.0,8.87,2.83,0.0
2023-01-01 17:00:00,13788.615099999999,4.953928621133344,"(40.6501, -73.9496)",era5,13.36,-5.0,9.07,2.25,0.0
2023-01-01 18:00:00,13628.708200000001,4.834727862396228,"(40.6501, -73.9496)",era5,13.36,-5.0,7.42,2.03,0.0
2023-01-01 19:00:00,13308.1409,4.595764657016667,"(40.6501, -73.9496)",era5,13.36,-5.0,6.39,2.34,0.0
2023-01-01 20:00:00,12944.769,4.3248932550712365,"(40.6501, -73.9496)",era5,13.36,-5.0,6.13,2.58,0.0
2023-01-01 21:00:00,12448.1664,3.95470656074582,"(40.6501, -73.9496)",era5,13.36,-5.0,5.99,2.67,0.0
2023-01-01 22:00:00,11860.2216,3.516429874401813,"(40.6501, -73.9496)",era5,13.36,-5.0,5.7,2.67,0.0
2023-01-01 23:00:00,11347.3381,3.1341067704973034,"(40.6501, -73.9496)",era5,13.36,-5.0,5.5,2.28,0.0
2023-01-02 00:00:00,10956.1947,2.8425334234121205,"(40.6501, -73.9496)",era5,13.36,-5.0,5.43,2.36,0.0
2023-01-02 01:00:00,10589.225699999999,2.568980604659452,"(40.6501, -73.9496)",era5,13.36,-5.0,5.51,2.45,0.0
2023-01-02 02:00:00,10415.325499999999,2.439348701442416,"(40.6501, -73.9496)",era5,13.36,-5.0,5.37,2.78,0.0
2023-01-02 03:00:00,10368.718499999999,2.4046060495464636,"(40.6501, -73.9496)",era5,13.36,-5.0,4.98,2.71,0.0
2023-01-02 04:00:00,10476.6231,2.485042292080245,"(40.6501, -73.9496)",era5,13.36,-5.0,4.38,2.63,0.0
2023-01-02 05:00:00,10770.9466,2.7044423587075372,"(40.6501, -73.9496)",era5,13.36,-5.0,2.85,2.75,0.0
2023-01-02 06:00:00,11259.1363,3.0683577535256816,"(40.6501, -73.9496)",era5,13.36,-5.0,2.56,2.65,0.0
2023-01-02 07:00:00,11774.5018,3.452531035772624,"(40.6501, -73.9496)",era5,13.36,-5.0,3.0,2.45,0.0
2023-01-02 08:00:00,12143.6327,3.7276954180057538,"(40.6501, -73.9496)",era5,13.36,-5.0,2.98,2.52,0.0
2023-01-02 09:00:00,12410.8697,3.9269041648617735,"(40.6501, -73.9496)",era5,13.36,-5.0,4.07,2.14,0.0
2023-01-02 10:00:00,12687.0383,4.132770870171972,"(40.6501, -73.9496)",era5,13.36,-5.0,7.52,1.34,0.0
2023-01-02 11:00:00,12657.5907,4.110819495572207,"(40.6501, -73.9496)",era5,13.36,-5.0,8.53,1.2,0.0
2023-01-02 12:00:00,12557.918099999999,4.03651970272211,"(40.6501, -73.9496)",era5,13.36,-5.0,10.07,1.53,0.0
2023-01-02 13:00:00,12399.311,3.918287864939664,"(40.6501, -73.9496)",era5,13.36,-5.0,10.72,1.52,0.0
2023-01-02 14:00:00,12500.746599999999,3.9939018658549132,"(40.6501, -73.9496)",era5,13.36,-5.0,11.37,1.79,0.0
2023-01-02 15:00:00,12859.599,4.26140425852612,"(40.6501, -73.9496)",era5,13.36,-5.0,11.06,2.32,0.0
2023-01-02 16:00:00,13743.1651,4.920048441575102,"(40.6501, -73.9496)",era5,13.36,-5.0,11.9,2.22,0.0
2023-01-02 17:00:00,14670.091199999999,5.611014837729593,"(40.6501, -73.9496)",era5,13.36,-5.0,9.78,2.35,0.0
2023-01-02 18:00:00,14602.0221,5.560273510328758,"(40.6501, -73.9496)",era5,13.36,-5.0,9.43,2.73,0.01
2023-01-02 19:00:00,14297.9514,5.333607505611473,"(40.6501, -73.9496)",era5,13.36,-5.0,9.01,2.95,0.02
2023-01-02 20:00:00,13796.4398,4.95976145371837,"(40.6501, -73.9496)",era5,13.36,-5.0,9.28,3.01,0.06
2023-01-02 21:00:00,12999.3409,4.36557325002909,"(40.6501, -73.9496)",era5,13.36,-5.0,8.11,2.8,0.13
2023-01-02 22:00:00,12277.6266,3.8275796290444597,"(40.6501, -73.9496)",era5,13.36,-5.0,8.97,2.54,0.16
2023-01-02 23:00:00,11653.6441,3.3624390538805176,"(40.6501, -73.9496)",era5,13.36,-5.0,9.38,2.45,0.15
2023-01-03 00:00:00,11286.8818,3.0890403172645864,"(40.6501, -73.9496)",era5,13.36,-5.0,9.41,2.75,0.11
2023-01-03 01:00:00,10997.291799999999,2.873168783749261,"(40.6501, -73.9496)",era5,13.36,-5.0,9.29,2.86,0.12
2023-01-03 02:00:00,10822.9466,2.7432051604023364,"(40.6501, -73.9496)",era5,13.36,-5.0,9.1,2.78,0.04
2023-01-03 03:00:00,10834.2044,2.751597157881562,"(40.6501, -73.9496)",era5,13.36,-5.0,8.48,2.87,0.06
2023-01-03 04:00:00,11088.605,2.9412371580515217,"(40.6501, -73.9496)",era5,13.36,-5.0,8.24,2.66,0.04
2023-01-03 05:00:00,11771.2552,3.450110895157579,"(40.6501, -73.9496)",era5,13.36,-5.0,8.36,1.57,0.03
2023-01-03 06:00:00,12869.8659,4.269057601001511,"(40.6501, -73.9496)",era5,13.36,-5.0,8.05,1.47,0.01
2023-01-03 07:00:00,13812.1847,4.971498308264609,"(40.6501, -73.9496)",era5,13.36,-5.0,7.95,1.56,0.05
2023-01-03 08:00:00,14173.3555,5.240728925540608,"(40.6501, -73.9496)",era5,13.36,-5.0,8.78,1.71,0.54
2023-01-03 09:00:00,14331.873,5.35889397203398,"(40.6501, -73.9496)",era5,13.36,-5.0,8.72,1.71,0.54
2023-01-03 10:00:00,14546.5769,5.51894252393398,"(40.6501, -73.9496)",era5,13.36,-5.0,9.32,0.85,0.65
2023-01-03 11:00:00,14600.0333,5.55879098225163,"(40.6501, -73.9496)",era5,13.36,-5.0,8.97,1.03,1.25
2023-01-03 12:00:00,19466.1374,7.411293676452708,"(40.6501, -73.9496)",era5,13.36,-5.0,8.9,2.25,1.53
2023-01-03 13:00:00,14730.362,5.655943012121649,"(40.6501, -73.9496)",era5,13.36,-5.0,9.33,3.04,2.58
2023-01-03 14:00:00,17022.7689,6.477352050399394,"(40.6501, -73.9496)",era5,13.36,-5.0,10.09,3.4,0.86
2023-01-03 15:00:00,14582.1024,5.545424599157221,"(40.6501, -73.9496)",era5,13.36,-5.0,10.81,3.51,0.37
2023-01-03 16:00:00,14936.7308,5.80977825962922,"(40.6501, -73.9496)",era5,13.36,-5.0,11.65,3.97,0.17
2023-01-03 17:00:00,15406.9556,6.160301926444154,"(40.6501, -73.9496)",era5,13.36,-5.0,11.18,3.67,0.01
2023-01-03 18:00:00,15206.8765,6.0111552634331185,"(40.6501, -73.9496)",era5,13.36,-5.0,11.36,3.35,0.0
2023-01-03 19:00:00,14830.627,5.730684402735669,"(40.6501, -73.9496)",era5,13.36,-5.0,11.33,3.28,0.02
2023-01-03 20:00:00,14284.1108,5.323290189589608,"(40.6501, -73.9496)",era5,13.36,-5.0,11.35,3.66,0.02
2023-01-03 21:00:00,13627.8717,4.834104303095888,"(40.6501, -73.9496)",era5,13.36,-5.0,11.65,3.73,0.01
2023-01-03 22:00:00,12745.7396,4.176529078847489,"(40.6501, -73.9496)",era5,13.36,-5.0,10.93,3.89,0.05
2023-01-03 23:00:00,12069.737000000001,3.6726107186750157,"(40.6501, -73.9496)",era5,13.36,-5.0,10.97,3.7,0.16
2023-01-04 00:00:00,11598.0562,3.3210016934126267,"(40.6501, -73.9496)",era5,13.36,-5.0,10.45,3.62,1.05
2023-01-04 01:00:00,11277.2086,3.0818295416231605,"(40.6501, -73.9496)",era5,13.36,-5.0,10.52,4.27,1.18
2023-01-04 02:00:00,11149.4813,2.9866166954517737,"(40.6501, -73.9496)",era5,13.36,-5.0,10.58,4.04,0.54
2023-01-04 03:00:00,11102.0594,2.9512665857269544,"(40.6501, -73.9496)",era5,13.36,-5.0,11.01,3.87,0.06
2023-01-04 04:00:00,11264.8642,3.072627550676213,"(40.6501, -73.9496)",era5,13.36,-5.0,11.18,3.69,0.0
2023-01-04 05:00:00,11894.3661,3.541882499064661,"(40.6501, -73.9496)",era5,13.36,-5.0,10.5,3.33,0.01
2023-01-04 06:00:00,13071.067500000001,4.419041018722209,"(40.6501, -73.9496)",era5,13.36,-5.0,10.54,3.36,0.0
2023-01-04 07:00:00,13951.6856,5.075487649090494,"(40.6501, -73.9496)",era5,13.36,-5.0,10.91,3.13,0.0
2023-01-04 08:00:00,14251.4858,5.298970258718592,"(40.6501, -73.9496)",era5,13.36,-5.0,11.22,3.24,0.0
2023-01-04 09:00:00,14304.9064,5.338792030338154,"(40.6501, -73.9496)",era5,13.36,-5.0,12.66,3.14,0.0
2023-01-04 10:00:00,14390.0152,5.40223540604743,"(40.6501, -73.9496)",era5,13.36,-5.0,14.22,3.28,0.0
2023-01-04 11:00:00,14357.9519,5.378334187978567,"(40.6501, -73.9496)",era5,13.36,-5.0,15.01,2.55,0.0
2023-01-04 12:00:00,14425.728,5.428857101900621,"(40.6501, -73.9496)",era5,13.36,-5.0,13.59,2.14,0.0
2023-01-04 13:00:00,18354.5577,7.026399033374996,"(40.6501, -73.9496)",era5,13.36,-5.0,12.08,2.16,0.0
2023-01-04 14:00:00,14689.500900000001,5.625483575269123,"(40.6501, -73.9496)",era5,13.36,-5.0,15.54,2.72,0.0
2023-01-04 15:00:00,17236.6314,6.636773390350432,"(40.6501, -73.9496)",era5,13.36,-5.0,15.74,2.89,0.0
2023-01-04 16:00:00,15177.9577,5.98959807670905,"(40.6501, -73.9496)",era5,13.36,-5.0,13.61,3.05,0.01
2023-01-04 17:00:00,15541.5183,6.260610142898322,"(40.6501, -73.9496)",era5,13.36,-5.0,10.76,2.72,0.1
2023-01-04 18:00:00,15267.5326,6.056370655276963,"(40.6501, -73.9496)",era5,13.36,-5.0,12.79,2.97,0.4
2023-01-04 19:00:00,14886.5341,5.772359707170887,"(40.6501, -73.9496)",era5,13.36,-5.0,12.3,2.8,0.32
2023-01-04 20:00:00,14333.1619,5.359854767709065,"(40.6501, -73.9496)",era5,13.36,-5.0,11.38,2.29,0.31
2023-01-04 21:00:00,13610.1847,4.820919732450197,"(40.6501, -73.9496)",era5,13.36,-5.0,11.97,2.54,0.09
2023-01-04 22:00:00,12668.2301,4.118750513886662,"(40.6501, -73.9496)",era5,13.36,-5.0,11.41,2.14,0.03
2023-01-04 23:00:00,12010.7436,3.6286347674153627,"(40.6501, -73.9496)",era5,13.36,-5.0,11.06,1.84,0.04
2023-01-05 00:00:00,11636.335000000001,3.3495361844417593,"(40.6501, -73.9496)",era5,13.36,-5.0,11.55,1.64,0.11
2023-01-05 01:00:00,11325.2951,3.117675069771179,"(40.6501, -73.9496)",era5,13.36,-5.0,11.35,2.16,0.1
2023-01-05 02:00:00,11152.2642,2.98869117623709,"(40.6501, -73.9496)",era5,13.36,-5.0,11.45,2.47,0.04
2023-01-05 03:00:00,11123.4484,2.967210769677917,"(40.6501, -73.9496)",era5,13.36,-5.0,11.0,2.48,0.05
2023-01-05 04:00:00,11402.2221,3.1750194168091754,"(40.6501, -73.9496)",era5,13.36,-5.0,10.7,2.24,0.03
2023-01-05 05:00:00,12133.7874,3.7203563523994876,"(40.6501, -73.9496)",era5,13.36,-5.0,10.44,1.35,0.01
2023-01-05 06:00:00,13280.6903,4.575301923089681,"(40.6501, -73.9496)",era5,13.36,-5.0,10.11,1.2,0.0
2023-01-05 07:00:00,14180.4987,5.246053741791883,"(40.6501, -73.9496)",era5,13.36,-5.0,10.05,1.42,0.02
2023-01-05 08:00:00,14385.6866,5.399008700981734,"(40.6501, -73.9496)",era5,13.36,-5.0,9.89,2.25,0.01
2023-01-05 09:00:00,14378.4072,5.393582356007559,"(40.6501, -73.9496)",era5,13.36,-5.0,10.81,2.26,0.02
2023-01-05 10:00:00,13875.5873,5.018761046932584,"(40.6501, -73.9496)",era5,13.36,-5.0,11.13,2.41,0.01
2023-01-05 11:00:00,16316.9459,5.507484761559943,"(40.6501, -73.9496)",era5,13.36,-5.0,11.33,2.5,0.01
2023-01-05 12:00:00,14071.1344,4.720809728091618,"(40.6501, -73.9496)",era5,13.36,-5.0,11.26,2.27,0.0
2023-01-05 13:00:00,13436.2513,4.691263080675156,"(40.6501, -73.9496)",era5,13.36,-5.0,11.03,1.96,0.0
2023-01-05 14:00:00,13645.986499999999,4.847607772329368,"(40.6501, -73.9496)",era5,13.36,-5.0,11.21,2.0,0.0
2023-01-05 15:00:00,13970.0898,5.089206848224174,"(40.6501, -73.9496)",era5,13.36,-5.0,11.05,2.27,0.0
2023-01-05 16:00:00,14591.3283,5.5523019401602225,"(40.6501, -73.9496)",era5,13.36,-5.0,9.73,2.35,0.07
2023-01-05 17:00:00,15170.2006,5.983815635766228,"(40.6501, -73.9496)",era5,13.36,-5.0,8.61,1.78,0.21
2023-01-05 18:00:00,15035.4234,5.883347522755068,"(40.6501, -73.9496)",era5,13.36,-5.0,8.23,1.78,0.11
2023-01-05 19:00:00,14701.304,5.634282060359198,"(40.6501, -73.9496)",era5,13.36,-5.0,8.08,2.04,0.04
2023-01-05 20:00:00,14218.5067,5.274386368076805,"(40.6501, -73.9496)",era5,13.36,-5.0,7.95,2.01,0.0
2023-01-05 21:00:00,13544.11,4.771665107582056,"(40.6501, -73.9496)",era5,13.36,-5.0,8.1,2.06,0.0
2023-01-05 22:00:00,12716.9848,4.155094144036458,"(40.6501, -73.9496)",era5,13.36,-5.0,7.83,2.25,0.02
2023-01-05 23:00:00,12102.7576,3.6972255450143097,"(40.6501, -73.9496)",era5,13.36,-5.0,7.76,2.46,0.04
2023-01-06 00:00:00,13711.9241,4.009320888386761,"(40.6501, -73.9496)",era5,13.36,-5.0,7.66,2.57,0.09
2023-01-06 01:00:00,11408.9571,3.180039945067146,"(40.6501, -73.9496)",era5,13.36,-5.0,7.06,2.56,0.3
2023-01-06 02:00:00,11208.3203,3.030477551007933,"(40.6501, -73.9496)",era5,13.36,-5.0,7.15,2.42,1.15
2023-01-06 03:00:00,11168.1756,3.000552146292602,"(40.6501, -73.9496)",era5,13.36,-5.0,6.75,2.13,1.28
2023-01-06 04:00:00,11403.632,3.1760704105420507,"(40.6501, -73.9496)",era5,13.36,-5.0,6.44,1.57,1.31
2023-01-06 05:00:00,12064.0861,3.668398320288532,"(40.6501, -73.9496)",era5,13.36,-5.0,6.03,1.03,0.93
2023-01-06 06:00:00,13136.301800000001,4.467669177079883,"(40.6501, -73.9496)",era5,13.36,-5.0,6.1,1.77,0.29
2023-01-06 07:00:00,14045.074499999999,5.145103330075021,"(40.6501, -73.9496)",era5,13.36,-5.0,6.32,2.31,0.02
2023-01-06 08:00:00,16680.5303,6.222234223781977,"(40.6501, -73.9496)",era5,13.36,-5.0,6.4,1.96,0.01
2023-01-06 09:00:00,14175.5386,5.242356292317146,"(40.6501, -73.9496)",era5,13.36,-5.0,6.61,1.86,0.01
2023-01-06 10:00:00,13888.7526,5.028574968339363,"(40.6501, -73.9496)",era5,13.36,-5.0,7.27,1.31,0.04
2023-01-06 11:00:00,13621.655,4.829470135609425,"(40.6501, -73.9496)",era5,13.36,-5.0,7.65,0.3,0.02
2023-01-06 12:00:00,14867.1766,5.31421022692415,"(40.6501, -73.9496)",era5,13.36,-5.0,8.04,0.53,0.08
2023-01-06 13:00:00,13897.5806,5.035155699365549,"(40.6501, -73.9496)",era5,13.36,-5.0,7.19,0.47,0.07
2023-01-06 14:00:00,14082.189699999999,5.172770428872383,"(40.6501, -73.9496)",era5,13.36,-5.0,6.57,1.02,0.22
2023-01-06 15:00:00,14335.4374,5.36155101300246,"(40.6501, -73.9496)",era5,13.36,-5.0,8.11,1.37,0.19
2023-01-06 16:00:00,14768.8385,5.684624876341071,"(40.6501, -73.9496)",era5,13.36,-5.0,7.88,1.58,0.42
2023-01-06 17:00:00,15079.5484,5.916239996308588,"(40.6501, -73.9496)",era5,13.36,-5.0,6.6,2.69,0.19
2023-01-06 18:00:00,14885.2444,5.771398315145007,"(40.6501, -73.9496)",era5,13.36,-5.0,6.56,2.84,0.06
2023-01-06 19:00:00,14507.4935,5.48980825309247,"(40.6501, -73.9496)",era5,13.36,-5.0,6.23,3.57,0.01
2023-01-06 20:00:00,14119.9959,5.200952625669189,"(40.6501, -73.9496)",era5,13.36,-5.0,5.97,4.27,0.0
2023-01-06 21:00:00,13499.346,4.738296298830787,"(40.6501, -73.9496)",era5,13.36,-5.0,5.31,4.58,0.0
2023-01-06 22:00:00,12753.9786,4.182670746600632,"(40.6501, -73.9496)",era5,13.36,-5.0,4.69,4.56,0.0
2023-01-06 23:00:00,12135.9897,3.7219980315951124,"(40.6501, -73.9496)",era5,13.36,-5.0,4.5,4.33,0.0
2023-01-07 00:00:00,11700.8912,3.3976588609565628,"(40.6501, -73.9496)",era5,13.36,-5.0,4.08,3.94,0.0
2023-01-07 01:00:00,11360.1322,3.1436439851350615,"(40.6501, -73.9496)",era5,13.36,-5.0,3.7,3.76,0.0
2023-01-07 02:00:00,11150.058500000001,2.9870469625505858,"(40.6501, -73.9496)",era5,13.36,-5.0,3.32,3.5,0.0
2023-01-07 03:00:00,11016.3555,2.887379599569822,"(40.6501, -73.9496)",era5,13.36,-5.0,2.91,3.38,0.0
2023-01-07 04:00:00,11087.6848,2.9405512055492227,"(40.6501, -73.9496)",era5,13.36,-5.0,2.9,3.47,0.0
2023-01-07 05:00:00,11386.0093,3.1629337715915327,"(40.6501, -73.9496)",era5,13.36,-5.0,2.61,3.38,0.0
2023-01-07 06:00:00,11790.123599999999,3.464176126840236,"(40.6501, -73.9496)",era5,13.36,-5.0,2.61,3.44,0.0
2023-01-07 07:00:00,12382.7699,3.905957492264398,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,3.42,0.0
2023-01-07 08:00:00,12760.0448,4.187192725593728,"(40.6501, -73.9496)",era5,13.36,-5.0,2.91,3.7,0.0
2023-01-07 09:00:00,13134.663,4.466447552475701,"(40.6501, -73.9496)",era5,13.36,-5.0,3.34,3.71,0.0
2023-01-07 10:00:00,15623.0861,5.433974611706678,"(40.6501, -73.9496)",era5,13.36,-5.0,4.38,3.71,0.01
2023-01-07 11:00:00,13498.0949,4.7373636807307795,"(40.6501, -73.9496)",era5,13.36,-5.0,4.8,3.8,0.0
2023-01-07 12:00:00,13502.3902,4.74056556269462,"(40.6501, -73.9496)",era5,13.36,-5.0,5.54,3.78,0.0
2023-01-07 13:00:00,13522.2712,4.755385625396433,"(40.6501, -73.9496)",era5,13.36,-5.0,6.33,4.1,0.0
2023-01-07 14:00:00,13643.0249,4.84540008168515,"(40.6501, -73.9496)",era5,13.36,-5.0,6.59,4.22,0.0
2023-01-07 15:00:00,13768.4566,4.93890169924941,"(40.6501, -73.9496)",era5,13.36,-5.0,6.52,4.04,0.0
2023-01-07 16:00:00,14156.1872,5.227931013841823,"(40.6501, -73.9496)",era5,13.36,-5.0,6.54,3.53,0.0
2023-01-07 17:00:00,14620.8996,5.574345525501711,"(40.6501, -73.9496)",era5,13.36,-5.0,5.71,2.94,0.0
2023-01-07 18:00:00,14521.8201,5.500487852222483,"(40.6501, -73.9496)",era5,13.36,-5.0,5.3,3.26,0.0
2023-01-07 19:00:00,14231.989300000001,5.284436817117773,"(40.6501, -73.9496)",era5,13.36,-5.0,5.07,3.68,0.0
2023-01-07 20:00:00,13869.5026,5.014225277327346,"(40.6501, -73.9496)",era5,13.36,-5.0,4.92,3.9,0.0
2023-01-07 21:00:00,13457.794,4.707321838522666,"(40.6501, -73.9496)",era5,13.36,-5.0,4.43,3.93,0.0
2023-01-07 22:00:00,12843.3938,4.249324278641033,"(40.6501, -73.9496)",era5,13.36,-5.0,3.9,3.69,0.0
2023-01-07 23:00:00,12367.7678,3.894774349431599,"(40.6501, -73.9496)",era5,13.36,-5.0,3.62,3.35,0.0
2023-01-08 00:00:00,11976.8912,3.6033998853366507,"(40.6501, -73.9496)",era5,13.36,-5.0,3.28,3.45,0.0
2023-01-08 01:00:00,11698.3178,3.3957405495357667,"(40.6501, -73.9496)",era5,13.36,-5.0,2.86,3.48,0.0
2023-01-08 02:00:00,11489.7074,3.2402343270997527,"(40.6501, -73.9496)",era5,13.36,-5.0,2.84,3.31,0.0
2023-01-08 03:00:00,11432.172,3.197345225164542,"(40.6501, -73.9496)",era5,13.36,-5.0,2.41,2.98,0.0
2023-01-08 04:00:00,11451.3558,3.2116455681482474,"(40.6501, -73.9496)",era5,13.36,-5.0,1.95,2.69,0.0
2023-01-08 05:00:00,11642.484699999999,3.354120407549115,"(40.6501, -73.9496)",era5,13.36,-5.0,0.63,2.52,0.0
2023-01-08 06:00:00,11945.0101,3.579634486161418,"(40.6501, -73.9496)",era5,13.36,-5.0,0.46,2.38,0.0
2023-01-08 07:00:00,12382.5555,3.9057976702512565,"(40.6501, -73.9496)",era5,13.36,-5.0,0.5,2.37,0.0
2023-01-08 08:00:00,12743.722600000001,4.175025529404827,"(40.6501, -73.9496)",era5,13.36,-5.0,0.22,2.17,0.0
2023-01-08 09:00:00,13123.0211,4.457769232070881,"(40.6501, -73.9496)",era5,13.36,-5.0,0.81,1.79,0.0
2023-01-08 10:00:00,13356.668599999999,4.631939072628295,"(40.6501, -73.9496)",era5,13.36,-5.0,2.09,1.72,0.0
2023-01-08 11:00:00,13396.3791,4.661540807949475,"(40.6501, -73.9496)",era5,13.36,-5.0,2.22,1.66,0.0
2023-01-08 12:00:00,13310.166799999999,4.597274840861926,"(40.6501, -73.9496)",era5,13.36,-5.0,3.08,1.31,0.0
2023-01-08 13:00:00,13060.7988,4.411386334457529,"(40.6501, -73.9496)",era5,13.36,-5.0,2.93,0.22,0.0
2023-01-08 14:00:00,12924.6097,4.309865736836507,"(40.6501, -73.9496)",era5,13.36,-5.0,3.14,0.97,0.0
2023-01-08 15:00:00,13147.802,4.476241868850086,"(40.6501, -73.9496)",era5,13.36,-5.0,3.46,1.94,0.0
2023-01-08 16:00:00,14001.7483,5.112806312790613,"(40.6501, -73.9496)",era5,13.36,-5.0,3.77,1.78,0.0
2023-01-08 17:00:00,14937.803600000001,5.810577966045724,"(40.6501, -73.9496)",era5,13.36,-5.0,3.24,1.93,0.0
2023-01-08 18:00:00,14911.2854,5.790810278970665,"(40.6501, -73.9496)",era5,13.36,-5.0,2.9,2.0,0.0
2023-01-08 19:00:00,14605.900599999999,5.563164693528244,"(40.6501, -73.9496)",era5,13.36,-5.0,2.65,2.03,0.0
2023-01-08 20:00:00,14235.5967,5.2871259119415,"(40.6501, -73.9496)",era5,13.36,-5.0,2.3,2.47,0.0
2023-01-08 21:00:00,13616.1618,4.825375292873465,"(40.6501, -73.9496)",era5,13.36,-5.0,2.35,2.79,0.0
2023-01-08 22:00:00,12955.4241,4.332835976770048,"(40.6501, -73.9496)",era5,13.36,-5.0,2.32,2.85,0.0
2023-01-08 23:00:00,12432.599,3.9431020215322885,"(40.6501, -73.9496)",era5,13.36,-5.0,2.44,2.74,0.0
2023-01-09 00:00:00,11988.5716,3.6121069051234955,"(40.6501, -73.9496)",era5,13.36,-5.0,2.46,2.64,0.0
2023-01-09 01:00:00,11712.6352,3.4064132906316344,"(40.6501, -73.9496)",era5,13.36,-5.0,2.73,2.44,0.06
2023-01-09 02:00:00,11537.6714,3.2759885390322405,"(40.6501, -73.9496)",era5,13.36,-5.0,2.77,2.15,0.13
2023-01-09 03:00:00,11568.4628,3.2989416338804176,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,1.88,0.21
2023-01-09 04:00:00,11796.8298,3.4691751864695757,"(40.6501, -73.9496)",era5,13.36,-5.0,2.56,1.63,0.22
2023-01-09 05:00:00,12666.1466,4.117197392784139,"(40.6501, -73.9496)",era5,13.36,-5.0,2.23,1.11,0.32
2023-01-09 06:00:00,13726.9666,4.907973456127925,"(40.6501, -73.9496)",era5,13.36,-5.0,2.18,0.53,0.24
2023-01-09 07:00:00,14738.5369,5.662036897267319,"(40.6501, -73.9496)",era5,13.36,-5.0,2.36,0.88,0.14
2023-01-09 08:00:00,14809.6815,5.715070820756854,"(40.6501, -73.9496)",era5,13.36,-5.0,2.26,1.44,0.05
2023-01-09 09:00:00,15640.115099999999,5.890388338419832,"(40.6501, -73.9496)",era5,13.36,-5.0,2.63,1.71,0.02
2023-01-09 10:00:00,14026.4113,5.13119106237136,"(40.6501, -73.9496)",era5,13.36,-5.0,3.64,1.88,0.0
2023-01-09 11:00:00,13560.5625,4.783929434406742,"(40.6501, -73.9496)",era5,13.36,-5.0,4.53,3.43,0.0
2023-01-09 12:00:00,13072.4173,4.420047211601586,"(40.6501, -73.9496)",era5,13.36,-5.0,5.14,3.95,0.0
2023-01-09 13:00:00,13110.9408,4.448764111430234,"(40.6501, -73.9496)",era5,13.36,-5.0,5.77,4.08,0.0
2023-01-09 14:00:00,13628.6723,4.834701101154288,"(40.6501, -73.9496)",era5,13.36,-5.0,6.29,4.24,0.0
2023-01-09 15:00:00,14427.5823,5.430239368500288,"(40.6501, -73.9496)",era5,13.36,-5.0,6.58,4.32,0.0
2023-01-09 16:00:00,15310.5025,6.088402072825911,"(40.6501, -73.9496)",era5,13.36,-5.0,6.55,3.85,0.0
2023-01-09 17:00:00,16030.6718,6.6252439913371095,"(40.6501, -73.9496)",era5,13.36,-5.0,4.89,3.32,0.0
2023-01-09 18:00:00,15757.5818,6.421672192974943,"(40.6501, -73.9496)",era5,13.36,-5.0,4.25,3.54,0.0
2023-01-09 19:00:00,15390.7852,6.148247887818663,"(40.6501, -73.9496)",era5,13.36,-5.0,3.59,3.62,0.0
