iter	Logloss
551	0.3434263537
552	0.3431231782
553	0.3428047612
554	0.3425824846
555	0.3423251573
556	0.3421140732
557	0.341846812
558	0.3415838007
559	0.3414820914
560	0.3413506744
561	0.3411235574
562	0.340838697
563	0.3406795795
564	0.3404626275
565	0.3403209722
566	0.3399885291
567	0.3397172098
568	0.3395112485
569	0.3392201241
570	0.3390304353
571	0.3388534401
572	0.3385763314
573	0.3382780036
574	0.3379375906
575	0.3377230635
576	0.3376375213
577	0.3373936578
578	0.3370894044
579	0.3368933254
580	0.3366820342
581	0.3364383605
582	0.3362245281
583	0.3359630545
584	0.3357684552
585	0.335511263
586	0.3353126802
587	0.3351569464
588	0.3349794892
589	0.334796578
590	0.3345414379
591	0.3343910626
592	0.3340950863
593	0.333866113
594	0.3336126278
595	0.3334372611
596	0.3332247108
597	0.3330453222
598	0.3328693274
599	0.3326562381
600	0.3323173949
601	0.3320616599
602	0.3318911582
603	0.331695957
604	0.331512043
605	0.3313100335
606	0.3309674895
607	0.3307750509
608	0.3306331961
609	0.33031875
610	0.3301041061
611	0.3299051981
612	0.3295538674
613	0.3293627298
614	0.3291386714
615	0.3289409967
616	0.328728173
617	0.3284368216
618	0.3282673279
619	0.3279903846
620	0.3277705791
621	0.3274486029
622	0.3271673574
623	0.3269546824
624	0.3267413263
625	0.3264934052
626	0.326320301
627	0.326143406
628	0.3259401158
629	0.3257200307
630	0.3255809457
631	0.3252742389
632	0.3250742675
633	0.3249109794
634	0.3247516171
635	0.3245432472
636	0.3243656683
637	0.3241698193
638	0.3238906253
639	0.3236715461
640	0.32338795
641	0.3231858223
642	0.3229447572
643	0.3226834301
644	0.3224203189
645	0.3221907604
646	0.3220205961
647	0.3216938387
648	0.3214411897
649	0.3212278049
650	0.3209700202
651	0.320751287
652	0.3205434641
653	0.3203669997
654	0.3202301665
655	0.3200583999
656	0.3197606851
657	0.3195888958
658	0.319449638
659	0.3190913568
660	0.3188239733
661	0.3186344089
662	0.3183744942
663	0.3182105813
664	0.3179081966
665	0.317688511
666	0.3175079022
667	0.3173268401
668	0.3170402536
669	0.3168218568
670	0.3166008812
671	0.3163294783
672	0.3160686561
673	0.3159806557
674	0.315882112
675	0.3156804668
676	0.3154331297
677	0.3152998222
678	0.3151403432
679	0.3149456339
680	0.3148160911
681	0.3146135744
682	0.3143669078
683	0.3141173693
684	0.3138773502
685	0.3136269952
686	0.3134042687
687	0.313202904
688	0.3130408515
689	0.3128031847
690	0.3126508657
691	0.3123529243
692	0.3121330853
693	0.3118705761
694	0.3116807307
695	0.3114489464
696	0.3112492057
697	0.3110086039
698	0.3108331805
699	0.3106894368
700	0.310488688
701	0.3103405323
702	0.3102164528
703	0.3100416404
704	0.3099220882
705	0.3096992943
706	0.3095001624
707	0.3093388869
708	0.3091290184
709	0.3088993253
710	0.3086770928
711	0.3084703985
712	0.3083158532
713	0.3082210715
714	0.3080683205
715	0.3078016968
716	0.3075899881
717	0.3074259662
718	0.3072921196
719	0.3071601803
720	0.3068906286
721	0.3067396972
722	0.3065571729
723	0.3063554139
724	0.3061232717
725	0.3058339487
726	0.3055214737
727	0.3052772645
728	0.3050575249
729	0.3049200363
730	0.3046856754
731	0.3044508755
732	0.3041413544
733	0.3039198696
734	0.3037542062
735	0.3035785823
736	0.3033268692
737	0.3030721496
738	0.3028890984
739	0.3026100756
740	0.3024095818
741	0.3021974108
742	0.3020247151
743	0.3018485834
744	0.3017093139
745	0.3015609527
746	0.3014133681
747	0.3011727944
748	0.3010062156
749	0.300863491
750	0.3006945305
751	0.3005990341
752	0.3004347023
753	0.3002095373
754	0.3000280874
755	0.2999093336
756	0.2995816695
757	0.2994404222
758	0.2992952405
759	0.2990227332
760	0.2988778423
761	0.2986980908
762	0.2985269464
763	0.2982896059
764	0.2981645547
765	0.2979615074
766	0.2977503738
767	0.2974522846
768	0.2972786027
769	0.2969562197
770	0.2967767508
771	0.2965691651
772	0.29642866
773	0.2962851482
774	0.2960829863
775	0.2958907963
776	0.2956634655
777	0.2954383475
778	0.2953175595
779	0.2951771817
780	0.2948846605
781	0.2946662381
782	0.2944293968
783	0.29431752
784	0.2942080517
785	0.2939741018
786	0.2938069353
787	0.2935697673
788	0.2934982887
789	0.2932660965
790	0.2931167715
791	0.2929077467
792	0.2927167739
793	0.2924924386
794	0.2923145359
795	0.2921450899
796	0.2919824773
797	0.2917650374
798	0.2915696479
799	0.2913510489
800	0.2911344155
801	0.2907257073
802	0.2905548734
803	0.2903506867
804	0.2900762355
805	0.2899271609
806	0.2897549399
807	0.2895814239
808	0.289454684
809	0.2892674896
810	0.2891144468
811	0.2889263322
812	0.2887925127
813	0.2886213444
814	0.2885022116
815	0.2882929475
816	0.2880676206
817	0.2879280783
818	0.2877708069
819	0.2876397076
820	0.2875065932
821	0.2873549194
822	0.2871455324
823	0.2869624875
824	0.2868144537
825	0.2866365593
826	0.2864685304
827	0.2863188538
828	0.2861889544
829	0.2859793108
830	0.2858161566
831	0.285591279
832	0.2854785726
833	0.2853411155
834	0.2850604149
835	0.2848894551
836	0.2846844008
837	0.2845277571
838	0.284287543
839	0.2841283808
840	0.2838510229
841	0.2836488791
842	0.2834120835
843	0.2832892442
844	0.2831563344
845	0.2829925351
846	0.2827944016
847	0.2825154249
848	0.2824175727
849	0.2822774168
850	0.2821220918
851	0.2819680126
852	0.2818251545
853	0.2817272083
854	0.2816303336
855	0.2813582986
856	0.2810733163
857	0.2808778038
858	0.2807543034
859	0.2805272066
860	0.2803861414
861	0.2802426475
862	0.2800872944
863	0.2799110052
864	0.2797174538
865	0.279602153
866	0.2795109428
867	0.2794517586
868	0.2792687651
869	0.2791065971
870	0.2789265548
871	0.2788327714
872	0.2785528782
873	0.2783041204
874	0.2781515685
875	0.277977076
876	0.2778222596
877	0.277702468
878	0.2775753634
879	0.2773269348
880	0.2771121254
881	0.2769898907
882	0.2768721165
883	0.2766212898
884	0.2764842434
885	0.2763097716
886	0.2761458783
887	0.2760060616
888	0.2759135913
889	0.275806212
890	0.2757219847
891	0.2755765361
892	0.275444009
893	0.2752992204
894	0.275154861
895	0.2749672087
896	0.2747363256
897	0.2746047279
898	0.2743850447
899	0.274236806
900	0.2740071117
901	0.2738414755
902	0.2736828675
903	0.2735591805
904	0.2734835093
905	0.2733108356
906	0.2731855693
907	0.2730133439
908	0.2728824851
909	0.272626629
910	0.2723978787
911	0.2723088819
912	0.2721753428
913	0.2720198277
914	0.2718883723
915	0.2717422626
916	0.2715688664
917	0.2713254536
918	0.2711804352
919	0.2710157564
920	0.2708701247
921	0.2705983454
922	0.2704118007
923	0.270262642
924	0.2700655737
925	0.2699317444
926	0.2698377925
927	0.2697091164
928	0.269589183
929	0.2694626701
930	0.269288934
931	0.2690869166
932	0.268964289
933	0.2686659357
934	0.268532722
935	0.2683518551
936	0.2682498066
937	0.2680648343
938	0.2678874858
939	0.2676852306
940	0.2675964527
941	0.2674511729
942	0.267279937
943	0.2671007183
944	0.2669046756
945	0.2667695214
946	0.2666573056
947	0.2665189344
948	0.2662800466
949	0.2660586901
950	0.2658917296
951	0.265674742
952	0.2655504571
953	0.2654256801
954	0.2653295589
955	0.2651917388
956	0.2650221187
957	0.2649022553
958	0.2647626456
959	0.2646364043
960	0.2644864834
961	0.2643115879
962	0.2641312429
963	0.2639951173
964	0.2639074194
965	0.2637220627
966	0.2635072597
967	0.2633597097
968	0.2632839017
969	0.2631682192
970	0.2630248592
971	0.2628515864
972	0.2627552667
973	0.262647134
974	0.2625201276
975	0.2623988472
976	0.2621474343
977	0.2619890828
978	0.2618639688
979	0.2616643916
980	0.2613666123
981	0.2612762992
982	0.2611280583
983	0.2609548806
984	0.2608720182
985	0.2607337054
986	0.2605858343
987	0.2604998651
988	0.2603919145
989	0.2602913551
990	0.2601031901
991	0.2598887217
992	0.259751628
993	0.2596776708
994	0.2595216779
995	0.2593902106
996	0.2592481342
997	0.2591073767
998	0.2589943085
999	0.2588408453
